,0
869,coronav ru profissionais sa hospital campinas gravam m sica composta crian clipe faz sucesso web escrita durante trabalho escolar m sica pedro barbosa 10 ano viralizou internet ap s m dicos enfermeiros hospital municipal ouro verde assista v deo
870,n mero infectados coronav ru bahia sobe 176 2 bitos 1 caso beb 1 ano confirmado dado divulgados final tarde desta segunda feira 30 novos casos registrados salvador feira santana lauro freitas nova soure
871,amazona 2 mil pacientes curados covid 19 balan governo contabiliza tanto pacientes quadro graf alta m dica casos leves tamb m sa ram per odo transmiss estado 7 2 mil casos confirmados coronav ru
872,sobe 239 n mero casos confirmados coronav ru r novo balan divulgado noite deste domingo 29 secretaria estadual sa oito casos porto alegre canoas acrescentados levantamento anterior
873,informais rio vivem incerteza esperam ajuda governo federal durante pandemia categoria ainda n sabe classificada poder p blico ter direito benef cio r 600
874,brasil 1 924 mortes 30 425 casos coronav ru diz minist rio letalidade pa s chega 6 3 188 mortes desde quarta
875,covid 19 casos confirmados monte alegre sul credita efic cia isolamento distanciamento bairros m dica infectologista baixa densidade populacional pode diminuir riscos transmiss v ru cidade nica regi registros positivos doen
876,ministra agricultura anuncia r 500 milh apoiar compras pequenos produtores durante coronav ru recurso utilizado especialmente aquisi leite hortifr ti flores produtos afetados pandemia segundo governo
877,mandetta diz qualquer pessoa pode fazer m scara pano contra coronav ru minist rio sa mudou orienta ante indica uso m scaras apenas pessoas sintomas profissionais sa
878,papa francisco celebrar missa finados p blico causa coronav ru cerim nia cat licos rezam mortos n contar presen fi is medida acompanha maiores restri europa 2 onda covid
879,volto r pido t apavorado ltimas mensagens v timas covid 19 familiares pessoas morreram raz coronav ru relatam saudade mostram algumas ltimas conversas meio mensagens texto
880,regi doi casos suspeitos coronav ru piracicaba charqueada diz estado segundo prefeitura piracicaba descartado primeiro caso suspeito cidade doi casos divulgados estado nesta segunda feira 2 s novos
881,prefeitura sp assina neste s bado protocolo reabertura bares restaurantes sal beleza orienta estabelecimentos funcionem 6 horas di rias 40 capacidade atendimento restaurantes questionam regra funcionamento at 17h
882,primeira fase testis aponta 84 mil j covid 19 diz governador informa publicada redes sociais governador nesta segunda feira 18 segundo 84 391 j doen representa 2 1 popula
883,autoridades superlotam carrinhos golfe visita hospital campanha riocentro apenas carrinho marcelo crivella nelson teich cinco pessoas
884,interior alagoas primeiro caso confirmado coronav ru total estado sobe 11 novo caso registrado porto real col gio mulher 28 ano infectada manter contato morador propri segundo sesau
885,brasil m dia m vel 584 mortes covid cada dia alta bitos ocorre 13 estados pa s 167 497 bitos 5 947 403 diagn sticos covid 19 segundo balan con rcio ve culos imprensa
886,mulheres 80 ano vencem covid 19 df francisca 86 ano dalila 84 passaram interna hospitalares s consideradas grupo risco causa idade receberam alta fim semana idosas celebraram vida
887,institui universidades escolas salvador interior adotam medidas preven coronav ru veja lista tribunal justi estado bahia tj ba universidade federal bahia ufba universidade estadual santa cruz uesc est rg adotaram procedimentos preven
888,su cia s agora passa recomendar uso m scaras popula considerado permissivo bloqueios combater pandemia governo obrigado adotar medidas r gidas ap s fracasso estrat gia relaxada rela vizinhos n rdico
889,eua agir contra espionagem estudantes chinese diz pompeo secret rio estado mike pompeo acusa estudantes chinese universidades eua espionarem americanos
890,espanha sacrificar quase 100 mil visons causa coronav ru fazenda puebla valverde j paralisada desde maio ap s sete funcion rio ficarem doentes v ru trazido forum funcion rio contaminou animais transmiss humanos n comprovada
891,80 hospitalizados sp tosse febre problemas card acos diabetes s maioria doen pr vias maior parte pessoas coronav ru menos 50 ano estado somou 2 049 mortes nesta ter feira 28 24 041 casos destes capital contabiliza 1 321 mortes 15 397 casos
892,doria covas far teste coronav ru ap s david uip ter resultado positivo exame governador estado s paulo j submeteu teste prefeito capital vai ficar isolado 14 dia enquanto aguarda resultado
893,16 novos casos r chega 112 confirmados novo coronav ru atualiza anterior totalizava 96 casos trinta cinco cidades r j t m registro doen
894,secretaria sa recebe notifica caso suspeito coronav ru casos s s oficialmente reconhecidos suspeitos ap s confirma minist rio sa ainda n ocorreu paciente aracruz norte estado
895,metade pacientes internados sintomas coronav ru sp ainda aguarda confirma teste 61 pacientes sintomas covid 19 internados s paulo ainda s considerados casos suspeitos segundo dado secretaria sa n mero mortes doen estado subiu 853
896,irm recuperam covid 19 recebem alta dia foz igua u internados hospital municipal outras seis pessoas fam lia tamb m doen est curadas
897,anticorpos monoclonais entenda tratamento experimental trump recebeu contra covid amostras pacientes j doen cientistas conseguiram criar medicamento anticorpos impedem v ru c lulas tratamento ainda est fase testis n registro aprovado
898,covid 19 manaus vive colapso hospitais oxig nio doentes levados outros estados cemit rio vagas toque recolher m dia m vel mortes estado cresceu 183 ltimos sete dia envio oxig nio estado n est sendo suficiente suprir demanda governo est transferindo pacientes outros estados
899,brasil passa 96 mil mortos novo coronav ru 9 estados apresentam alta mortes pa s conta 96 096 bitos registrados 2 808 076 diagn sticos covid 19
900,prefeito mil admite erro ter apoiado campanha cidade n parar in cio pandemia coronav ru it lia giuseppe sala compartilhou v deo campanha mil n 27 fevereiro it lia havia registrado 14 mortos covid 19 nesta sexta m s pa s 9 mil mortes
901,enterros expressos escondem passagem pandemia nicar gua sepultamentos mortos suspeita covid 19 ocorrem madrugada longe fam lia pa s relatum apenas oito mortos doen
902,casos coronav ru n mero mortes brasil 20 abril secretarias estaduais sa contabilizam 40 814 infectados 2 588 mortos todos estados tocantins registrou segunda morte estado
903,laborat rio cede direitos 127 pa s receberem antiviral teste contra novo coronav ru empresa gilead permite outros cinco laborat rio fabriquem remdesivir medicamento obteve bons resultados teste cl nico
904,estudo feito v ru similares sars cov 2 sugere imunidade adquirida curta dura estudo avaliou quatro tipos coronav ru humanos tr s d cadas cientistas sugerem comportamento pode comparado v ru covid 19
905,casos coronav ru n mero mortes brasil 5 maio secretarias estaduais sa confirmam pa s 115 953 casos novo coronav ru sars cov 2 7 958 mortes cidades maior mortalidade incid ncia casos concentram norte nordeste
906,secret rio sa rj diz equipamento prote profissionais sa pode faltar durante pandemia edmar santos disse mundo inteiro est consumindo abastecimento pode comprometido funcion rio sa j reclamam falta material prote
907,coronav ru campinas 1 dia proibi embarque nibus m scara motoristas v distribuir 4 mil pe tecido longo dia educativa recusar usar equipamento n poder seguir viagem
908,prefeitos preveem queda r 28 bilh receitas pedem compensa congresso carta aberta frente nacional prefeitos afirmou apelo garantir manuten servi durante pandemia novo coronav ru
909,grupo quarentena an polis faz segundo exame avaliar est infectado coronav ru lacen coleta material an lise nesta segunda feira 8 dia isolamento pessoas chegaram wuhan
910,casos coronav ru n mero mortes brasil 28 abril secretarias estaduais sa confirmam pa s 73 235 casos novo coronav ru sars cov 2 5 083 mortes
911,prefeitura suspende aulas redes p blica particular porto alegre partir quarta causa coronav ru alunos ensinos fundamental m dio superior afetados aulas continuam educa infantil medida v lida tr s semanas
912,andrew cuomo tranquila meio caos governador nova york estado transformou epicentro pandemia eua assume lideran contrasta presidente trump condu crise
913,nove estados j t m d vidas uni suspensas dinheiro deve usado contra coronav ru ministro alexandre moraes concedeu decis favor veis libera tempor ria pagamentos d bitos governos locais uni bancos p blicos federais
914,valinhos confirma 12 paciente infectado novo coronav ru cidade contabiliza duas mortes provocadas covid 19 desde in cio pandemia secretaria municipal sa espera resultados exames sobre oito mortes 131 casos suspeitos
915,quarentenas funcionam combater coronav ru veja dizem estudos ado quarentenas distanciamentos isolamentos tema dezenas estudos cient ficos publicados redor mundo ma at ponto cravam efic cia dessas medidas
916,idosa americana primeira estrangeira ter morte coronav ru confirmada china total mortes novo coronav ru subiu 722 sexta feira 7
917,coronav ru guarda campinas usa painel luminoso alertar sobre aglomera incentivar perman ncia casa corpus usa recurso alertar moradores sobre necessidade medidas enfrentamento covid 19 secretaria sa registra 99 casos incluindo cinco mortes
918,rede estadual sa rj 70 leitos uti ocupados pacientes coronav ru n mero mortes chegou 170 outras 115 mortes est sob investiga autoridades s 2 8 mil casos doen confirmados 263 recuperados
919,covid 19 impress morrer lentamente pessoas sofrem h sintomas persistentes fran pacientes n conseguem livrar sequela doen criam associa ter condi reconhecida contar aux lio estado
920,brasil 553 mortes 12 056 casos confirmados coronav ru diz minist rio balan pasta divulgado nesta segunda 6 67 nova mortes rela dado divulgados domingo 5 taxon letalidade est 4 6
921,niter i promete pagar sal rio parte funcion rio pequenas empresas cidade amenizar impacto econ mico pagamento sal rio m nimo feito at nove trabalhadores mesma empresa tr s linha cr dito juro zero tamb m anunciada
922,aumento 46 dia rj chega 41 mortes quase mil casos novo coronav ru maior crescimento bitos 24 horas desde in cio pandemia n mero total casos subiu 19 chegou 992 160 quarta feira 1
923,coronav ru carga viral pacientes coloca profissionais sa risco tend ncia redor mundo apesar usar roupas m scaras protetoras profissionais sa s ficam infectados chance ficarem gravemente doentes
924,ministro justi andr mendon diagnosticado covid 19 andr mendon 13 ministro governo bolsonaro infectado segundo assessoria mendon est bem ficar isolamento pr ximas semanas
925,queriam s dar beijo dist ncia diz m dico curado covid 19 sobre pedido filhas durante isolamento casa obstetra thiago saraiva conta filhas 5 2 ano reagiram quarentena c modo dist ncia impossibilidade contato bem
926,premi polon s alerta sobre risco maci covid protestos contra restri aborto meio avan 2 onda v ru europa pa s registra recorde 16 3 mil casos nesta ter pol tico usa infec tentar acabar manifesta
927,situa pandemia brasil segue cr tica diz opas diretor departamento doen transmiss veis organiza pan americana sa afirmou redu n mero novos casos d esperan ma n significa ainda achatamento curva
928,desigualdade eleva letalidade covid 19 favela diz estudo n vel confinamento igual bairros rico comunidades pobres at triplo mortes afirmam pesquisadores s autoridades locais poder solucionar epidemia brasil
929,veja pa s comemoram 1 maio meio pandemia data coincide momento trabalhadores perderam empregos sal rio jornadas reduzidos exercem fun prote suficiente evitar contamina
